Filename,Identifier,Microscope,Objective,Mag,Accession,EarBundles,Ear row,Ear Position,Spk position,Position type,taxon.code,View,Charred?
1189_TRI677_A_R1_1of2_Timo_1x1_d_uc,1189,Nikon,1x,1,TRI677,A,R1,Base,1of2,External,Timo,d,uc
1190_TRI677_A_R1_1of2_Timo_1x1_l_uc,1190,Nikon,1x,1,TRI677,A,R1,Base,1of2,External,Timo,l,uc
1191_TRI677_A_R1_1of2_Timo_1x1_p_uc,1191,Nikon,1x,1,TRI677,A,R1,Base,1of2,External,Timo,p,uc
1192_TRI677_A_R1_2of2_Timo_1x1_d_uc,1192,Nikon,1x,1,TRI677,A,R1,Base,2of2,External,Timo,d,uc
1193_TRI677_A_R1_2of2_Timo_1x1_l_uc,1193,Nikon,1x,1,TRI677,A,R1,Base,2of2,External,Timo,l,uc
1194_TRI677_A_R1_2of2_Timo_1x1_p_uc,1194,Nikon,1x,1,TRI677,A,R1,Base,2of2,External,Timo,p,uc
1195_TRI677_A_R2_1of2_Timo_1x1_d_uc,1195,Nikon,1x,1,TRI677,A,R2,Base,1of2,External,Timo,d,uc
1196_TRI677_A_R2_1of2_Timo_1x1_l_uc,1196,Nikon,1x,1,TRI677,A,R2,Base,1of2,External,Timo,l,uc
1197_TRI677_A_R2_1of2_Timo_1x1_p_uc,1197,Nikon,1x,1,TRI677,A,R2,Base,1of2,External,Timo,p,uc
1198_TRI677_A_R7_1of2_Timo_1x1_d_uc,1198,Nikon,1x,1,TRI677,A,R7,Mid,1of2,External,Timo,d,uc
1199_TRI677_A_R7_1of2_Timo_1x1_l_uc,1199,Nikon,1x,1,TRI677,A,R7,Mid,1of2,External,Timo,l,uc
1200_TRI677_A_R7_1of2_Timo_1x1_p_uc,1200,Nikon,1x,1,TRI677,A,R7,Mid,1of2,External,Timo,p,uc
1201_TRI677_A_R7_2of2_Timo_1x1_d_uc,1201,Nikon,1x,1,TRI677,A,R7,Mid,2of2,External,Timo,d,uc
1202_TRI677_A_R7_2of2_Timo_1x1_l_uc,1202,Nikon,1x,1,TRI677,A,R7,Mid,2of2,External,Timo,l,uc
1203_TRI677_A_R7_2of2_Timo_1x1_p_uc,1203,Nikon,1x,1,TRI677,A,R7,Mid,2of2,External,Timo,p,uc
1204_TRI677_A_R8_2of2_Timo_1x1_d_uc,1204,Nikon,1x,1,TRI677,A,R8,Mid,2of2,External,Timo,d,uc
1205_TRI677_A_R8_2of2_Timo_1x1_l_uc,1205,Nikon,1x,1,TRI677,A,R8,Mid,2of2,External,Timo,l,uc
1206_TRI677_A_R8_2of2_Timo_1x1_p_uc,1206,Nikon,1x,1,TRI677,A,R8,Mid,2of2,External,Timo,p,uc
1207_TRI677_A_R13_1of2_Timo_1x1_d_uc,1207,Nikon,1x,1,TRI677,A,R13,Top,1of2,External,Timo,d,uc
1208_TRI677_A_R13_1of2_Timo_1x1_l_uc,1208,Nikon,1x,1,TRI677,A,R13,Top,1of2,External,Timo,l,uc
1209_TRI677_A_R13_1of2_Timo_1x1_p_uc,1209,Nikon,1x,1,TRI677,A,R13,Top,1of2,External,Timo,p,uc
1210_TRI677_A_R13_2of2_Timo_1x1_d_uc,1210,Nikon,1x,1,TRI677,A,R13,Top,2of2,External,Timo,d,uc
1211_TRI677_A_R13_2of2_Timo_1x1_l_uc,1211,Nikon,1x,1,TRI677,A,R13,Top,2of2,External,Timo,l,uc
1212_TRI677_A_R13_2of2_Timo_1x1_p_uc,1212,Nikon,1x,1,TRI677,A,R13,Top,2of2,External,Timo,p,uc
1213_TRI677_A_R14_1of1_Timo_1x1_d_uc,1213,Nikon,1x,1,TRI677,A,R14,Top,1of1,Solo,Timo,d,uc
1214_TRI677_A_R14_1of1_Timo_1x1_l_uc,1214,Nikon,1x,1,TRI677,A,R14,Top,1of1,Solo,Timo,l,uc
1215_TRI677_A_R14_1of1_Timo_1x1_p_uc,1215,Nikon,1x,1,TRI677,A,R14,Top,1of1,Solo,Timo,p,uc
1216_TRI677_B_R1_1of2_Timo_1x1_d_uc,1216,Nikon,1x,1,TRI677,B,R1,Base,1of2,External,Timo,d,uc
1217_TRI677_B_R1_1of2_Timo_1x1_l_uc,1217,Nikon,1x,1,TRI677,B,R1,Base,1of2,External,Timo,l,uc
1218_TRI677_B_R1_1of2_Timo_1x1_p_uc,1218,Nikon,1x,1,TRI677,B,R1,Base,1of2,External,Timo,p,uc
1219_TRI677_B_R1_2of2_Timo_1x1_d_uc,1219,Nikon,1x,1,TRI677,B,R1,Base,2of2,External,Timo,d,uc
1220_TRI677_B_R1_2of2_Timo_1x1_l_uc,1220,Nikon,1x,1,TRI677,B,R1,Base,2of2,External,Timo,l,uc
1221_TRI677_B_R1_2of2_Timo_1x1_p_uc,1221,Nikon,1x,1,TRI677,B,R1,Base,2of2,External,Timo,p,uc
1222_TRI677_B_R2_1of2_Timo_1x1_d_uc,1222,Nikon,1x,1,TRI677,B,R2,Base,1of2,External,Timo,d,uc
1223_TRI677_B_R2_1of2_Timo_1x1_l_uc,1223,Nikon,1x,1,TRI677,B,R2,Base,1of2,External,Timo,l,uc
1224_TRI677_B_R2_1of2_Timo_1x1_p_uc,1224,Nikon,1x,1,TRI677,B,R2,Base,1of2,External,Timo,p,uc
1225_TRI677_B_R6_1of2_Timo_1x1_d_uc,1225,Nikon,1x,1,TRI677,B,R6,Mid,1of2,External,Timo,d,uc
1226_TRI677_B_R6_1of2_Timo_1x1_l_uc,1226,Nikon,1x,1,TRI677,B,R6,Mid,1of2,External,Timo,l,uc
1227_TRI677_B_R6_1of2_Timo_1x1_p_uc,1227,Nikon,1x,1,TRI677,B,R6,Mid,1of2,External,Timo,p,uc
1228_TRI677_B_R6_2of2_Timo_1x1_d_uc,1228,Nikon,1x,1,TRI677,B,R6,Mid,2of2,External,Timo,d,uc
1229_TRI677_B_R6_2of2_Timo_1x1_l_uc,1229,Nikon,1x,1,TRI677,B,R6,Mid,2of2,External,Timo,l,uc
1230_TRI677_B_R6_2of2_Timo_1x1_p_uc,1230,Nikon,1x,1,TRI677,B,R6,Mid,2of2,External,Timo,p,uc
1231_TRI677_B_R7_2of2_Timo_1x1_d_uc,1231,Nikon,1x,1,TRI677,B,R7,Mid,2of2,External,Timo,d,uc
1232_TRI677_B_R7_2of2_Timo_1x1_l_uc,1232,Nikon,1x,1,TRI677,B,R7,Mid,2of2,External,Timo,l,uc
1233_TRI677_B_R7_2of2_Timo_1x1_p_uc,1233,Nikon,1x,1,TRI677,B,R7,Mid,2of2,External,Timo,p,uc
1234_TRI677_B_R9_1of2_Timo_1x1_d_uc,1234,Nikon,1x,1,TRI677,B,R9,Top,1of2,External,Timo,d,uc
1235_TRI677_B_R9_1of2_Timo_1x1_l_uc,1235,Nikon,1x,1,TRI677,B,R9,Top,1of2,External,Timo,l,uc
1236_TRI677_B_R9_1of2_Timo_1x1_p_uc,1236,Nikon,1x,1,TRI677,B,R9,Top,1of2,External,Timo,p,uc
1237_TRI677_B_R10_1of1_Timo_1x1_d_uc,1237,Nikon,1x,1,TRI677,B,R10,Top,1of1,Solo,Timo,d,uc
1238_TRI677_B_R10_1of1_Timo_1x1_l_uc,1238,Nikon,1x,1,TRI677,B,R10,Top,1of1,Solo,Timo,l,uc
1239_TRI677_B_R10_1of1_Timo_1x1_p_uc,1239,Nikon,1x,1,TRI677,B,R10,Top,1of1,Solo,Timo,p,uc
1240_TRI677_B_R11_1of1_Timo_1x1_d_uc,1240,Nikon,1x,1,TRI677,B,R11,Top,1of1,Solo,Timo,d,uc
1241_TRI677_B_R11_1of1_Timo_1x1_l_uc,1241,Nikon,1x,1,TRI677,B,R11,Top,1of1,Solo,Timo,l,uc
1242_TRI677_B_R11_1of1_Timo_1x1_p_uc,1242,Nikon,1x,1,TRI677,B,R11,Top,1of1,Solo,Timo,p,uc
1243_TRI677_C_R1_1of2_Timo_1x1_d_uc,1243,Nikon,1x,1,TRI677,C,R1,Base,1of2,External,Timo,d,uc
1244_TRI677_C_R1_1of2_Timo_1x1_l_uc,1244,Nikon,1x,1,TRI677,C,R1,Base,1of2,External,Timo,l,uc
1245_TRI677_C_R1_1of2_Timo_1x1_p_uc,1245,Nikon,1x,1,TRI677,C,R1,Base,1of2,External,Timo,p,uc
1246_TRI677_C_R1_2of2_Timo_1x1_d_uc,1246,Nikon,1x,1,TRI677,C,R1,Base,2of2,External,Timo,d,uc
1247_TRI677_C_R1_2of2_Timo_1x1_l_uc,1247,Nikon,1x,1,TRI677,C,R1,Base,2of2,External,Timo,l,uc
1248_TRI677_C_R1_2of2_Timo_1x1_p_uc,1248,Nikon,1x,1,TRI677,C,R1,Base,2of2,External,Timo,p,uc
1249_TRI677_C_R2_2of2_Timo_1x1_d_uc,1249,Nikon,1x,1,TRI677,C,R2,Base,2of2,External,Timo,d,uc
1250_TRI677_C_R2_2of2_Timo_1x1_l_uc,1250,Nikon,1x,1,TRI677,C,R2,Base,2of2,External,Timo,l,uc
1251_TRI677_C_R2_2of2_Timo_1x1_p_uc,1251,Nikon,1x,1,TRI677,C,R2,Base,2of2,External,Timo,p,uc
1252_TRI677_C_R7_1of2_Timo_1x1_d_uc,1252,Nikon,1x,1,TRI677,C,R7,Mid,1of2,External,Timo,d,uc
1253_TRI677_C_R7_1of2_Timo_1x1_l_uc,1253,Nikon,1x,1,TRI677,C,R7,Mid,1of2,External,Timo,l,uc
1254_TRI677_C_R7_1of2_Timo_1x1_p_uc,1254,Nikon,1x,1,TRI677,C,R7,Mid,1of2,External,Timo,p,uc
1255_TRI677_C_R7_2of2_Timo_1x1_d_uc,1255,Nikon,1x,1,TRI677,C,R7,Mid,2of2,External,Timo,d,uc
1256_TRI677_C_R7_2of2_Timo_1x1_l_uc,1256,Nikon,1x,1,TRI677,C,R7,Mid,2of2,External,Timo,l,uc
1257_TRI677_C_R7_2of2_Timo_1x1_p_uc,1257,Nikon,1x,1,TRI677,C,R7,Mid,2of2,External,Timo,p,uc
1258_TRI677_C_R8_1of2_Timo_1x1_d_uc,1258,Nikon,1x,1,TRI677,C,R8,Mid,1of2,External,Timo,d,uc
1259_TRI677_C_R8_1of2_Timo_1x1_l_uc,1259,Nikon,1x,1,TRI677,C,R8,Mid,1of2,External,Timo,l,uc
1260_TRI677_C_R8_1of2_Timo_1x1_p_uc,1260,Nikon,1x,1,TRI677,C,R8,Mid,1of2,External,Timo,p,uc
1261_TRI677_C_R13_1of2_Timo_1x1_d_uc,1261,Nikon,1x,1,TRI677,C,R13,Top,1of2,External,Timo,d,uc
1262_TRI677_C_R13_1of2_Timo_1x1_l_uc,1262,Nikon,1x,1,TRI677,C,R13,Top,1of2,External,Timo,l,uc
1263_TRI677_C_R13_1of2_Timo_1x1_p_uc,1263,Nikon,1x,1,TRI677,C,R13,Top,1of2,External,Timo,p,uc
1264_TRI677_C_R13_2of2_Timo_1x1_d_uc,1264,Nikon,1x,1,TRI677,C,R13,Top,2of2,External,Timo,d,uc
1265_TRI677_C_R13_2of2_Timo_1x1_l_uc,1265,Nikon,1x,1,TRI677,C,R13,Top,2of2,External,Timo,l,uc
1266_TRI677_C_R13_2of2_Timo_1x1_p_uc,1266,Nikon,1x,1,TRI677,C,R13,Top,2of2,External,Timo,p,uc
1267_TRI677_C_R14_1of1_Timo_1x1_d_uc,1267,Nikon,1x,1,TRI677,C,R14,Top,1of1,Solo,Timo,d,uc
1268_TRI677_C_R14_1of1_Timo_1x1_l_uc,1268,Nikon,1x,1,TRI677,C,R14,Top,1of1,Solo,Timo,l,uc
1269_TRI677_C_R14_1of1_Timo_1x1_p_uc,1269,Nikon,1x,1,TRI677,C,R14,Top,1of1,Solo,Timo,p,uc
1354_TRI17251_A_R1_1of1_Tdicm_1x1_d_uc,1354,Nikon,1x,1,TRI17251,A,R1,Base,1of1,Solo,Tdicm,d,uc
1355_TRI17251_A_R1_1of1_Tdicm_1x1_l_uc,1355,Nikon,1x,1,TRI17251,A,R1,Base,1of1,Solo,Tdicm,l,uc
1356_TRI17251_A_R1_1of1_Tdicm_1x1_p_uc,1356,Nikon,1x,1,TRI17251,A,R1,Base,1of1,Solo,Tdicm,p,uc
1357_TRI17251_A_R2_1of1_Tdicm_1x1_d_uc,1357,Nikon,1x,1,TRI17251,A,R2,Base,1of1,Solo,Tdicm,d,uc
1358_TRI17251_A_R2_1of1_Tdicm_1x1_l_uc,1358,Nikon,1x,1,TRI17251,A,R2,Base,1of1,Solo,Tdicm,l,uc
1359_TRI17251_A_R2_1of1_Tdicm_1x1_p_uc,1359,Nikon,1x,1,TRI17251,A,R2,Base,1of1,Solo,Tdicm,p,uc
1360_TRI17251_A_R3_1of2_Tdicm_1x1_d_uc,1360,Nikon,1x,1,TRI17251,A,R3,Base,1of2,External,Tdicm,d,uc
1361_TRI17251_A_R3_1of2_Tdicm_1x1_l_uc,1361,Nikon,1x,1,TRI17251,A,R3,Base,1of2,External,Tdicm,l,uc
1362_TRI17251_A_R3_1of2_Tdicm_1x1_p_uc,1362,Nikon,1x,1,TRI17251,A,R3,Base,1of2,External,Tdicm,p,uc
1363_TRI17251_A_R9_1of1_Tdicm_1x1_d_uc,1363,Nikon,1x,1,TRI17251,A,R9,Mid,1of1,Solo,Tdicm,d,uc
1364_TRI17251_A_R9_1of1_Tdicm_1x1_l_uc,1364,Nikon,1x,1,TRI17251,A,R9,Mid,1of1,Solo,Tdicm,l,uc
1365_TRI17251_A_R9_1of1_Tdicm_1x1_p_uc,1365,Nikon,1x,1,TRI17251,A,R9,Mid,1of1,Solo,Tdicm,p,uc
1366_TRI17251_A_R10_1of2_Tdicm_1x1_d_uc,1366,Nikon,1x,1,TRI17251,A,R10,Mid,1of2,External,Tdicm,d,uc
1367_TRI17251_A_R10_1of2_Tdicm_1x1_l_uc,1367,Nikon,1x,1,TRI17251,A,R10,Mid,1of2,External,Tdicm,l,uc
1368_TRI17251_A_R10_1of2_Tdicm_1x1_p_uc,1368,Nikon,1x,1,TRI17251,A,R10,Mid,1of2,External,Tdicm,p,uc
1369_TRI17251_A_R10_2of2_Tdicm_1x1_d_uc,1369,Nikon,1x,1,TRI17251,A,R10,Mid,2of2,External,Tdicm,d,uc
1370_TRI17251_A_R10_2of2_Tdicm_1x1_l_uc,1370,Nikon,1x,1,TRI17251,A,R10,Mid,2of2,External,Tdicm,l,uc
1371_TRI17251_A_R10_2of2_Tdicm_1x1_p_uc,1371,Nikon,1x,1,TRI17251,A,R10,Mid,2of2,External,Tdicm,p,uc
1372_TRI17251_A_R17_1of2_Tdicm_1x1_d_uc,1372,Nikon,1x,1,TRI17251,A,R17,Top,1of2,External,Tdicm,d,uc
1373_TRI17251_A_R17_1of2_Tdicm_1x1_l_uc,1373,Nikon,1x,1,TRI17251,A,R17,Top,1of2,External,Tdicm,l,uc
1374_TRI17251_A_R17_1of2_Tdicm_1x1_p_uc,1374,Nikon,1x,1,TRI17251,A,R17,Top,1of2,External,Tdicm,p,uc
1375_TRI17251_A_R18_1of2_Tdicm_1x1_d_uc,1375,Nikon,1x,1,TRI17251,A,R18,Top,1of2,External,Tdicm,d,uc
1376_TRI17251_A_R18_1of2_Tdicm_1x1_l_uc,1376,Nikon,1x,1,TRI17251,A,R18,Top,1of2,External,Tdicm,l,uc
1377_TRI17251_A_R18_1of2_Tdicm_1x1_p_uc,1377,Nikon,1x,1,TRI17251,A,R18,Top,1of2,External,Tdicm,p,uc
1378_TRI17251_A_R18_2of2_Tdicm_1x1_d_uc,1378,Nikon,1x,1,TRI17251,A,R18,Top,2of2,External,Tdicm,d,uc
1379_TRI17251_A_R18_2of2_Tdicm_1x1_l_uc,1379,Nikon,1x,1,TRI17251,A,R18,Top,2of2,External,Tdicm,l,uc
1380_TRI17251_A_R18_2of2_Tdicm_1x1_p_uc,1380,Nikon,1x,1,TRI17251,A,R18,Top,2of2,External,Tdicm,p,uc
1381_TRI17251_B_R1_1of2_Tdicm_1x1_d_uc,1381,Nikon,1x,1,TRI17251,B,R1,Base,1of2,External,Tdicm,d,uc
1382_TRI17251_B_R1_1of2_Tdicm_1x1_l_uc,1382,Nikon,1x,1,TRI17251,B,R1,Base,1of2,External,Tdicm,l,uc
1383_TRI17251_B_R1_1of2_Tdicm_1x1_p_uc,1383,Nikon,1x,1,TRI17251,B,R1,Base,1of2,External,Tdicm,p,uc
1384_TRI17251_B_R1_2of2_Tdicm_1x1_d_uc,1384,Nikon,1x,1,TRI17251,B,R1,Base,2of2,External,Tdicm,d,uc
1385_TRI17251_B_R1_2of2_Tdicm_1x1_l_uc,1385,Nikon,1x,1,TRI17251,B,R1,Base,2of2,External,Tdicm,l,uc
1386_TRI17251_B_R1_2of2_Tdicm_1x1_p_uc,1386,Nikon,1x,1,TRI17251,B,R1,Base,2of2,External,Tdicm,p,uc
1387_TRI17251_B_R2_1of2_Tdicm_1x1_d_uc,1387,Nikon,1x,1,TRI17251,B,R2,Base,1of2,External,Tdicm,d,uc
1388_TRI17251_B_R2_2of2_Tdicm_1x1_l_uc,1388,Nikon,1x,1,TRI17251,B,R2,Base,2of2,External,Tdicm,l,uc
1389_TRI17251_B_R2_2of2_Tdicm_1x1_p_uc,1389,Nikon,1x,1,TRI17251,B,R2,Base,2of2,External,Tdicm,p,uc
1390_TRI17251_B_R11_1of2_Tdicm_1x1_d_uc,1390,Nikon,1x,1,TRI17251,B,R11,Mid,1of2,External,Tdicm,d,uc
1391_TRI17251_B_R11_1of2_Tdicm_1x1_l_uc,1391,Nikon,1x,1,TRI17251,B,R11,Mid,1of2,External,Tdicm,l,uc
1392_TRI17251_B_R11_2of2_Tdicm_1x1_p_uc,1392,Nikon,1x,1,TRI17251,B,R11,Mid,2of2,External,Tdicm,p,uc
1393_TRI17251_B_R11_2of2_Tdicm_1x1_d_uc,1393,Nikon,1x,1,TRI17251,B,R11,Mid,2of2,External,Tdicm,d,uc
1394_TRI17251_B_R11_2of2_Tdicm_1x1_l_uc,1394,Nikon,1x,1,TRI17251,B,R11,Mid,2of2,External,Tdicm,l,uc
1395_TRI17251_B_R11_2of2_Tdicm_1x1_p_uc,1395,Nikon,1x,1,TRI17251,B,R11,Mid,2of2,External,Tdicm,p,uc
1396_TRI17251_B_R12_1of2_Tdicm_1x1_d_uc,1396,Nikon,1x,1,TRI17251,B,R12,Mid,1of2,External,Tdicm,d,uc
1397_TRI17251_B_R12_1of2_Tdicm_1x1_l_uc,1397,Nikon,1x,1,TRI17251,B,R12,Mid,1of2,External,Tdicm,l,uc
1398_TRI17251_B_R12_1of2_Tdicm_1x1_p_uc,1398,Nikon,1x,1,TRI17251,B,R12,Mid,1of2,External,Tdicm,p,uc
1399_TRI17251_B_R20_1of2_Tdicm_1x1_d_uc,1399,Nikon,1x,1,TRI17251,B,R20,Top,1of2,External,Tdicm,d,uc
1400_TRI17251_B_R20_1of2_Tdicm_1x1_l_uc,1400,Nikon,1x,1,TRI17251,B,R20,Top,1of2,External,Tdicm,l,uc
1401_TRI17251_B_R20_2of2_Tdicm_1x1_p_uc,1401,Nikon,1x,1,TRI17251,B,R20,Top,2of2,External,Tdicm,p,uc
1402_TRI17251_B_R20_2of2_Tdicm_1x1_d_uc,1402,Nikon,1x,1,TRI17251,B,R20,Top,2of2,External,Tdicm,d,uc
1403_TRI17251_B_R20_2of2_Tdicm_1x1_l_uc,1403,Nikon,1x,1,TRI17251,B,R20,Top,2of2,External,Tdicm,l,uc
1404_TRI17251_B_R20_2of2_Tdicm_1x1_p_uc,1404,Nikon,1x,1,TRI17251,B,R20,Top,2of2,External,Tdicm,p,uc
1405_TRI17251_B_R21_1of1_Tdicm_1x1_d_uc,1405,Nikon,1x,1,TRI17251,B,R21,Top,1of1,Solo,Tdicm,d,uc
1406_TRI17251_B_R21_1of1_Tdicm_1x1_l_uc,1406,Nikon,1x,1,TRI17251,B,R21,Top,1of1,Solo,Tdicm,l,uc
1407_TRI17251_B_R21_1of1_Tdicm_1x1_p_uc,1407,Nikon,1x,1,TRI17251,B,R21,Top,1of1,Solo,Tdicm,p,uc
1408_TRI17251_C_R1_1of2_Tdicm_1x1_d_uc,1408,Nikon,1x,1,TRI17251,C,R1,Base,1of2,External,Tdicm,d,uc
1409_TRI17251_C_R1_1of2_Tdicm_1x1_l_uc,1409,Nikon,1x,1,TRI17251,C,R1,Base,1of2,External,Tdicm,l,uc
1410_TRI17251_C_R1_1of2_Tdicm_1x1_p_uc,1410,Nikon,1x,1,TRI17251,C,R1,Base,1of2,External,Tdicm,p,uc
1411_TRI17251_C_R1_2of2_Tdicm_1x1_d_uc,1411,Nikon,1x,1,TRI17251,C,R1,Base,2of2,External,Tdicm,d,uc
1412_TRI17251_C_R1_2of2_Tdicm_1x1_l_uc,1412,Nikon,1x,1,TRI17251,C,R1,Base,2of2,External,Tdicm,l,uc
1413_TRI17251_C_R1_2of2_Tdicm_1x1_p_uc,1413,Nikon,1x,1,TRI17251,C,R1,Base,2of2,External,Tdicm,p,uc
1414_TRI17251_C_R2_1of2_Tdicm_1x1_d_uc,1414,Nikon,1x,1,TRI17251,C,R2,Base,1of2,External,Tdicm,d,uc
1415_TRI17251_C_R2_1of2_Tdicm_1x1_l_uc,1415,Nikon,1x,1,TRI17251,C,R2,Base,1of2,External,Tdicm,l,uc
1416_TRI17251_C_R2_1of2_Tdicm_1x1_p_uc,1416,Nikon,1x,1,TRI17251,C,R2,Base,1of2,External,Tdicm,p,uc
1417_TRI17251_C_R7_1of2_Tdicm_1x1_d_uc,1417,Nikon,1x,1,TRI17251,C,R7,Mid,1of2,External,Tdicm,d,uc
1418_TRI17251_C_R7_1of2_Tdicm_1x1_l_uc,1418,Nikon,1x,1,TRI17251,C,R7,Mid,1of2,External,Tdicm,l,uc
1419_TRI17251_C_R7_1of2_Tdicm_1x1_p_uc,1419,Nikon,1x,1,TRI17251,C,R7,Mid,1of2,External,Tdicm,p,uc
1420_TRI17251_C_R8_2of3_Tdicm_1x1_d_uc,1420,Nikon,1x,1,TRI17251,C,R8,Mid,2of3,Internal,Tdicm,d,uc
1421_TRI17251_C_R8_2of3_Tdicm_1x1_l_uc,1421,Nikon,1x,1,TRI17251,C,R8,Mid,2of3,Internal,Tdicm,l,uc
1422_TRI17251_C_R8_2of3_Tdicm_1x1_p_uc,1422,Nikon,1x,1,TRI17251,C,R8,Mid,2of3,Internal,Tdicm,p,uc
1423_TRI17251_C_R7_2of2_Tdicm_1x1_d_uc,1423,Nikon,1x,1,TRI17251,C,R7,Mid,2of2,External,Tdicm,d,uc
1424_TRI17251_C_R7_2of2_Tdicm_1x1_l_uc,1424,Nikon,1x,1,TRI17251,C,R7,Mid,2of2,External,Tdicm,l,uc
1425_TRI17251_C_R7_2of2_Tdicm_1x1_p_uc,1425,Nikon,1x,1,TRI17251,C,R7,Mid,2of2,External,Tdicm,p,uc
1426_TRI17251_C_R12_1of2_Tdicm_1x1_d_uc,1426,Nikon,1x,1,TRI17251,C,R12,Top,1of2,External,Tdicm,d,uc
1427_TRI17251_C_R12_1of2_Tdicm_1x1_l_uc,1427,Nikon,1x,1,TRI17251,C,R12,Top,1of2,External,Tdicm,l,uc
1428_TRI17251_C_R12_1of2_Tdicm_1x1_p_uc,1428,Nikon,1x,1,TRI17251,C,R12,Top,1of2,External,Tdicm,p,uc
1429_TRI17251_C_R13_1of1_Tdicm_1x1_d_uc,1429,Nikon,1x,1,TRI17251,C,R13,Top,1of1,Solo,Tdicm,d,uc
1430_TRI17251_C_R13_1of1_Tdicm_1x1_l_uc,1430,Nikon,1x,1,TRI17251,C,R13,Top,1of1,Solo,Tdicm,l,uc
1431_TRI17251_C_R13_1of1_Tdicm_1x1_p_uc,1431,Nikon,1x,1,TRI17251,C,R13,Top,1of1,Solo,Tdicm,p,uc
1432_TRI17251_C_R14_1of1_Tdicm_1x1_d_uc,1432,Nikon,1x,1,TRI17251,C,R14,Top,1of1,Solo,Tdicm,d,uc
1433_TRI17251_C_R14_1of1_Tdicm_1x1_l_uc,1433,Nikon,1x,1,TRI17251,C,R14,Top,1of1,Solo,Tdicm,l,uc
1434_TRI17251_C_R14_1of1_Tdicm_1x1_p_uc,1434,Nikon,1x,1,TRI17251,C,R14,Top,1of1,Solo,Tdicm,p,uc
1435_T116001_A_R1_2of2_Timo_1x1_d_uc,1435,Nikon,1x,1,T116001,A,R1,Base,2of2,External,Timo,d,uc
1436_T116001_A_R1_2of2_Timo_1x1_l_uc,1436,Nikon,1x,1,T116001,A,R1,Base,2of2,External,Timo,l,uc
1437_T116001_A_R1_2of2_Timo_1x1_p_uc,1437,Nikon,1x,1,T116001,A,R1,Base,2of2,External,Timo,p,uc
1438_T116001_A_R2_1of2_Timo_1x1_d_uc,1438,Nikon,1x,1,T116001,A,R2,Base,1of2,External,Timo,d,uc
1439_T116001_A_R2_1of2_Timo_1x1_l_uc,1439,Nikon,1x,1,T116001,A,R2,Base,1of2,External,Timo,l,uc
1440_T116001_A_R2_1of2_Timo_1x1_p_uc,1440,Nikon,1x,1,T116001,A,R2,Base,1of2,External,Timo,p,uc
1441_T116001_A_R2_2of2_Timo_1x1_d_uc,1441,Nikon,1x,1,T116001,A,R2,Base,2of2,External,Timo,d,uc
1442_T116001_A_R2_2of2_Timo_1x1_l_uc,1442,Nikon,1x,1,T116001,A,R2,Base,2of2,External,Timo,l,uc
1443_T116001_A_R2_2of2_Timo_1x1_p_uc,1443,Nikon,1x,1,T116001,A,R2,Base,2of2,External,Timo,p,uc
1444_T116001_A_R11_1of2_Timo_1x1_d_uc,1444,Nikon,1x,1,T116001,A,R11,Mid,1of2,External,Timo,d,uc
1445_T116001_A_R11_1of2_Timo_1x1_l_uc,1445,Nikon,1x,1,T116001,A,R11,Mid,1of2,External,Timo,l,uc
1446_T116001_A_R11_1of2_Timo_1x1_p_uc,1446,Nikon,1x,1,T116001,A,R11,Mid,1of2,External,Timo,p,uc
1447_T116001_A_R11_2of2_Timo_1x1_d_uc,1447,Nikon,1x,1,T116001,A,R11,Mid,2of2,External,Timo,d,uc
1448_T116001_A_R11_2of2_Timo_1x1_l_uc,1448,Nikon,1x,1,T116001,A,R11,Mid,2of2,External,Timo,l,uc
1449_T116001_A_R11_2of2_Timo_1x1_p_uc,1449,Nikon,1x,1,T116001,A,R11,Mid,2of2,External,Timo,p,uc
1450_T116001_A_R12_1of2_Timo_1x1_d_uc,1450,Nikon,1x,1,T116001,A,R12,Mid,1of2,External,Timo,d,uc
1451_T116001_A_R12_1of2_Timo_1x1_l_uc,1451,Nikon,1x,1,T116001,A,R12,Mid,1of2,External,Timo,l,uc
1452_T116001_A_R12_1of2_Timo_1x1_p_uc,1452,Nikon,1x,1,T116001,A,R12,Mid,1of2,External,Timo,p,uc
1453_T116001_A_R20_2of2_Timo_1x1_d_uc,1453,Nikon,1x,1,T116001,A,R20,Top,2of2,External,Timo,d,uc
1454_T116001_A_R20_2of2_Timo_1x1_l_uc,1454,Nikon,1x,1,T116001,A,R20,Top,2of2,External,Timo,l,uc
1455_T116001_A_R20_2of2_Timo_1x1_p_uc,1455,Nikon,1x,1,T116001,A,R20,Top,2of2,External,Timo,p,uc
1456_T116001_A_R21_1of1_Timo_1x1_d_uc,1456,Nikon,1x,1,T116001,A,R21,Top,1of1,Solo,Timo,d,uc
1457_T116001_A_R21_1of1_Timo_1x1_l_uc,1457,Nikon,1x,1,T116001,A,R21,Top,1of1,Solo,Timo,l,uc
1458_T116001_A_R21_1of1_Timo_1x1_p_uc,1458,Nikon,1x,1,T116001,A,R21,Top,1of1,Solo,Timo,p,uc
1459_T116001_A_R22_1of1_Timo_1x1_d_uc,1459,Nikon,1x,1,T116001,A,R22,Top,1of1,Solo,Timo,d,uc
1460_T116001_A_R22_1of1_Timo_1x1_l_uc,1460,Nikon,1x,1,T116001,A,R22,Top,1of1,Solo,Timo,l,uc
