Filename,ID,Microscope,Objective,Mag,Accession,Ear /Bundles,Ear row,Ear Position,Spk position,Position type,taxon.code,View,Charred?,Mixed sample?
9798_Emmer_18596_S30_Mid_1x1_d_c,9798,Nikon,1x,1,18596,18596,,Mid,S30,,Arch_Emmer,d,c,N
9799_Emmer_18596_S30_Mid_1x1_l_c,9799,Nikon,1x,1,18596,18596,,Mid,S30,,Arch_Emmer,l,c,N
9800_Emmer_18596_S31_Mid_1x1_d_c,9800,Nikon,1x,1,18596,18596,,Mid,S31,,Arch_Emmer,d,c,N
9801_Emmer_18596_S31_Mid_1x1_l_c,9801,Nikon,1x,1,18596,18596,,Mid,S31,,Arch_Emmer,l,c,N
9802_Emmer_18596_S32_Mid_1x1_d_c,9802,Nikon,1x,1,18596,18596,,Mid,S32,,Arch_Emmer,d,c,N
9803_Emmer_18596_S32_Mid_1x1_l_c,9803,Nikon,1x,1,18596,18596,,Mid,S32,,Arch_Emmer,l,c,N
9804_Emmer_1664_S1_Early_1x1_d_c,9804,Nikon,1x,1,513,1664,,Early,S1,,Arch_New,d,c,Y
9805_Emmer_1664_S1_Early_1x1_l_c,9805,Nikon,1x,1,513,1664,,Early,S1,,Arch_New,l,c,Y
9806_Emmer_1664_S4_Early_1x1_d_c,9806,Nikon,1x,1,513,1664,,Early,S4,,Arch_Emmer,d,c,Y
9807_Emmer_1664_S4_Early_1x1_l_c,9807,Nikon,1x,1,513,1664,,Early,S4,,Arch_Emmer,l,c,Y
9808_Emmer_1664_S2_Early_1x1_d_c,9808,Nikon,1x,1,513,1664,,Early,S2,,Arch_Emmer,d,c,Y
9809_Emmer_1664_S2_Early_1x2_l_c,9809,Nikon,1x,2,513,1664,,Early,S2,,Arch_Emmer,l,c,Y
9810_Emmer_1845_S1_Early_1x1_d_c,9810,Nikon,1x,1,674,1845,,Early,S1,,Arch_Emmer,d,c,Y
9811_Emmer_1845_S1_Early_1x1_l_c,9811,Nikon,1x,1,674,1845,,Early,S1,,Arch_Emmer,l,c,Y
9814_NT_2024_S1_Early_1x1_d_c,9814,Nikon,1x,1,2236,2024,,Early,S1,,Arch_New,d,c,Y
9815_NT_2024_S1_Early_1x1_l_c,9815,Nikon,1x,1,2236,2024,,Early,S1,,Arch_New,l,c,Y
9816_Emmer_2024_S1_Early_1x1_d_c,9816,Nikon,1x,1,2236,2024,,Early,S1,,Arch_Emmer,d,c,Y
9817_Emmer_2024_S1_Early_1x1_l_c,9817,Nikon,1x,1,2236,2024,,Early,S1,,Arch_Emmer,l,c,Y
9818_Emmer_4793_S1_Early_1x1_d_c,9818,Nikon,1x,1,2763,4793,,Early,S1,,Arch_Emmer,d,c,Y
9819_Emmer_4793_S1_Early_1x1_l_c,9819,Nikon,1x,1,2763,4793,,Early,S1,,Arch_Emmer,l,c,Y
9822_Emmer_2364_S1_Early_1x1_d_c,9822,Nikon,1x,1,1038,2364,,Early,S1,,Arch_Emmer,d,c,Y
9823_Emmer_2364_S1_Early_1x1_l_c,9823,Nikon,1x,1,1038,2364,,Early,S1,,Arch_Emmer,l,c,Y
9824_NotID_2364_S1_Early_1x1_d_c,9824,Nikon,1x,1,1038,2364,,Early,S1,,Arch_New,d,c,Y
9825_NotID_2364_S1_Early_1x1_l_c,9825,Nikon,1x,1,1038,2364,,Early,S1,,Arch_New,l,c,Y
9836_2gr einkorn_5302_S2_Early_1x1_d_c,9836,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,d,c,Y
9837_2gr einkorn_5302_S2_Early_1x1_l_c,9837,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,l,c,Y
9838_Einkorn indet_5302_S1_Early_1x1_d_c,9838,Nikon,1x,1,3666,5302,,Early,S1,,Arch_New,d,c,Y
9839_Einkorn indet_5302_S1_Early_1x1_l_c,9839,Nikon,1x,1,3666,5302,,Early,S1,,Arch_New,l,c,Y
9840_Einkorn indet_5302_S2_Early_1x1_d_c,9840,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,d,c,Y
9841_Einkorn indet_5302_S2_Early_1x1_l_c,9841,Nikon,1x,1,3666,5302,,Early,S2,,Arch_New,l,c,Y
9842_emmerOReinkorn_5302_S1_Early_1x1_d_c,9842,Nikon,1x,1,3666,5302,,Early,S1,,Arch_Emmer,d,c,Y
9843_emmerOReinkorn_5302_S1_Early_1x1_l_c,9843,Nikon,1x,1,3666,5302,,Early,S1,,Arch_Emmer,l,c,Y
9844_cfemmer_5277_S1_Early_1x1_d_c,9844,Nikon,1x,1,3324,5277,,Early,S1,,Arch_New,d,c,Y
9845_cfemmer_5277_S1_Early_1x1_l_c,9845,Nikon,1x,1,3324,5277,,Early,S1,,Arch_New,l,c,Y
9846_2gr einkorn_2346_S1_Early_1x1_d_c,9846,Nikon,1x,1,1010,2346,,Early,S1,,Arch_New,d,c,Y
9847_2gr einkorn_2346_S1_Early_1x1_l_c,9847,Nikon,1x,1,1010,2346,,Early,S1,,Arch_New,l,c,Y
9848_Emmer_4869_S1_Early_1x1_d_c,9848,Nikon,1x,1,3148,4869,,Early,S1,,Arch_Emmer,d,c,Y
9849_Emmer_4869_S1_Early_1x1_l_c,9849,Nikon,1x,1,3148,4869,,Early,S1,,Arch_Emmer,l,c,Y
9850_emmerOReinkorn_4869_S1_Early_1x1_d_c,9850,Nikon,1x,1,3151,4869,,Early,S1,,Arch_New,d,c,Y
9851_emmerOReinkorn_4869_S1_Early_1x1_l_c,9851,Nikon,1x,1,3151,4869,,Early,S1,,Arch_New,l,c,Y
9852_Emmer_4125_S1_Early_1x1_d_c,9852,Nikon,1x,1,2326,4125,,Early,S1,,Arch_Emmer,d,c,Y
9853_Emmer_4125_S1_Early_1x1_l_c,9853,Nikon,1x,1,2326,4125,,Early,S1,,Arch_Emmer,l,c,Y
9854_Emmer_1255_S6_Mid_1x1_d_c,9854,Nikon,1x,1,78,1255,,Mid,S6,,Arch_Emmer,d,c,Y
9855_Emmer_1255_S6_Mid_1x1_l_c,9855,Nikon,1x,1,78,1255,,Mid,S6,,Arch_Emmer,l,c,Y
9856_NotID_22850_S1_Late_1x1_d_c,9856,Nikon,1x,1,12278,22850,,Late,S1,,Arch_Emmer,d,c,Y
9857_NotID_22850_S1_Late_1x1_l_c,9857,Nikon,1x,1,12278,22850,,Late,S1,,Arch_Emmer,l,c,Y
9858_NotID_22850_S2_Late_1x1_d_c,9858,Nikon,1x,1,12278,22850,,Late,S2,,Arch_Emmer,d,c,Y
9859_NotID_22850_S2_Late_1x1_l_c,9859,Nikon,1x,1,12278,22850,,Late,S2,,Arch_Emmer,l,c,Y
9860_NotID_22850_S3_Late_1x1_d_c,9860,Nikon,1x,1,12278,22850,,Late,S3,,Arch_Emmer,d,c,Y
9861_NotID_22850_S3_Late_1x1_l_c,9861,Nikon,1x,1,12278,22850,,Late,S3,,Arch_Emmer,l,c,Y
